heading,first,last,file,leg_title,notes,already_checked
Critical Benchmarks (References And Administrators’ Liability) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2021-10-13b.1888.3,uk.org.publicwhip/lords/2021-10-13b.1910.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-10-13b.xml,Critical Benchmarks (References and Administrators' Liability) Act 2021,,1
Consolidated Fund (Appropriation) (No. 2) Bill,uk.org.publicwhip/lords/2006-03-28b.643.7,uk.org.publicwhip/lords/2006-03-28b.643.8,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-28b.xml,NA,,1
Safeguarding Vulnerable Groups Bill [Hl],uk.org.publicwhip/lords/2006-03-28b.721.2,uk.org.publicwhip/lords/2006-03-28b.761.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-28b.xml,Safeguarding Vulnerable Groups Act 2006,,1
Child Trust Funds Bill,uk.org.publicwhip/lords/2004-02-26a.356.1,uk.org.publicwhip/lords/2004-02-26a.379.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-02-26a.xml,Child Trust Funds Act 2004,,1
National Insurance Contributions And Statutory Payments Bill,uk.org.publicwhip/lords/2004-02-26a.379.1,uk.org.publicwhip/lords/2004-02-26a.387.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-02-26a.xml,National Insurance Contributions and Statutory Payments Act 2004,,1
Second Reading,uk.org.publicwhip/lords/2016-03-11a.1524.3,uk.org.publicwhip/lords/2016-03-11a.1556.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-03-11a.xml,NA,Gambling (Categorisation and Use of B2 Gaming Machines) Bill [HL],1
Second Reading,uk.org.publicwhip/lords/2016-03-11a.1564.3,uk.org.publicwhip/lords/2016-03-11a.1570.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-03-11a.xml,Driving Instructors (Registration) Act 2016,,1
Patient (Assisted Dying) Bill [Hl],uk.org.publicwhip/lords/2003-06-06a.1585.4,uk.org.publicwhip/lords/2003-06-06a.1689.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-06-06a.xml,NA,,1
Electricity (Miscellaneous Provisions) Bill,uk.org.publicwhip/lords/2003-03-03a.604.1,uk.org.publicwhip/lords/2003-03-03a.627.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-03a.xml,Electricity (Miscellaneous Provisions) Act 2003,,1
Second Reading,uk.org.publicwhip/lords/2010-12-03a.1667.5,uk.org.publicwhip/lords/2010-12-03a.1688.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-12-03a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2010-12-03a.1688.3,uk.org.publicwhip/lords/2010-12-03a.1740.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-12-03a.xml,NA,NA,NA
Non-Domestic Rating (Nursery Grounds) Bill - Second Reading,uk.org.publicwhip/lords/2018-07-24b.1615.5,uk.org.publicwhip/lords/2018-07-24b.1623.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-07-24b.xml,Non-Domestic Rating (Nursery Grounds) Act 2018,,1
European Union (Croatian Accession And Irish Protocol) Bill — Second Reading,uk.org.publicwhip/lords/2012-12-17a.1438.1,uk.org.publicwhip/lords/2012-12-17a.1438.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-12-17a.xml,European Union (Croatian Accession and Irish Protocol) Act 2013,NA,NA
European Union (Approvals) Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2012-12-17a.1438.3,uk.org.publicwhip/lords/2012-12-17a.1439.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-12-17a.xml,European Union (Approvals) Act 2014 (repealed),NA,NA
Civil Partnership Act 2004 (Amendment) (Sibling Couples) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-07-20b.1397.1,uk.org.publicwhip/lords/2018-07-20b.1415.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-07-20b.xml,NA,,1
Children Act 1989 (Amendment) (Female Genital Mutilation) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-07-20b.1415.2,uk.org.publicwhip/lords/2018-07-20b.1436.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-07-20b.xml,Children Act 1989 (Amendment) (Female Genital Mutilation) Act 2019,,1
"European Union (Information, Etc.) Bill [Hl] - Second Reading",uk.org.publicwhip/lords/2018-07-20b.1439.5,uk.org.publicwhip/lords/2018-07-20b.1449.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-07-20b.xml,NA,,1
Courts Bill [Hl],uk.org.publicwhip/lords/2002-12-09a.15.1,uk.org.publicwhip/lords/2002-12-09a.28.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-12-09a.xml,Courts Act 2003,,1
Prevention Of Terrorism Bill,uk.org.publicwhip/lords/2005-03-01b.122.2,uk.org.publicwhip/lords/2005-03-01b.220.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-03-01b.xml,Prevention of Terrorism Act 2005 (repealed),,1
Energy Bill [Hl],uk.org.publicwhip/lords/2003-12-11a.833.3,uk.org.publicwhip/lords/2003-12-11a.865.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-12-11a.xml,Energy Act 2004,,1
Constitutional Reform (Prerogative Powers And Civil Service Etc.) Bill [Hl],uk.org.publicwhip/lords/2006-03-03c.441.5,uk.org.publicwhip/lords/2006-03-03c.485.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-03c.xml,NA,,1
Scottish Parliament (Candidates) Bill [Hl],uk.org.publicwhip/lords/2006-03-03c.488.3,uk.org.publicwhip/lords/2006-03-03c.503.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-03c.xml,NA,,1
Police (Northern Ireland) Bill [Hl],uk.org.publicwhip/lords/2006-03-03c.503.1,uk.org.publicwhip/lords/2006-03-03c.519.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-03c.xml,NA,,1
"Child Support, Pensions And Social Security Bill",uk.org.publicwhip/lords/2000-04-17a.464.0,uk.org.publicwhip/lords/2000-04-17a.530.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-04-17a.xml,"Child Support, Pensions and Social Security Act 2000",,1
Second Reading,uk.org.publicwhip/lords/2014-10-24a.916.6,uk.org.publicwhip/lords/2014-10-24a.924.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-10-24a.xml,NA,Listed as  Mutuals’ Redeemable and Deferred Shares Bill [HL] ,NA
Second Reading,uk.org.publicwhip/lords/2014-10-24a.924.4,uk.org.publicwhip/lords/2014-10-24a.939.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-10-24a.xml,House of Lords (Expulsion and Suspension) Act 2015,NA,NA
Second Reading,uk.org.publicwhip/lords/2013-10-25a.1275.3,uk.org.publicwhip/lords/2013-10-25a.1296.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-10-25a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2013-10-25a.1296.3,uk.org.publicwhip/lords/2013-10-25a.1310.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-10-25a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2013-10-25a.1310.3,uk.org.publicwhip/lords/2013-10-25a.1322.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-10-25a.xml,NA,NA,NA
Defence Reform Bill — Second Reading,uk.org.publicwhip/lords/2013-12-10a.727.2,uk.org.publicwhip/lords/2013-12-10a.769.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-12-10a.xml,Defence Reform Act 2014,NA,NA
Gangmasters (Licensing) Bill,uk.org.publicwhip/lords/2004-06-16a.839.1,uk.org.publicwhip/lords/2004-06-16a.856.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-06-16a.xml,Gangmasters (Licensing) Act 2004,,1
Conscientious Objection (Medical Activities) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-01-26a.1195.1,uk.org.publicwhip/lords/2018-01-26a.1233.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-01-26a.xml,NA,,1
Registration Of Marriage Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-01-26a.1233.1,uk.org.publicwhip/lords/2018-01-26a.1250.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-01-26a.xml,NA,,1
Open Skies Agreement (Membership) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-01-26a.1250.2,uk.org.publicwhip/lords/2018-01-26a.1265.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-01-26a.xml,NA,,1
Water Bill — Second Reading,uk.org.publicwhip/lords/2014-01-27a.1002.1,uk.org.publicwhip/lords/2014-01-27a.1067.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-01-27a.xml,Water Act 2014,NA,NA
Health And Safety (Offences) Bill,uk.org.publicwhip/lords/2008-07-04a.473.1,uk.org.publicwhip/lords/2008-07-04a.489.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-07-04a.xml,Health and Safety (Offences) Act 2008,,1
Immigration (Discharged Gurkhas) Bill [Hl],uk.org.publicwhip/lords/2008-07-04a.489.1,uk.org.publicwhip/lords/2008-07-04a.505.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-07-04a.xml,NA,,1
Children And Young Persons Bill [Hl],uk.org.publicwhip/lords/2007-11-26b.1041.3,uk.org.publicwhip/lords/2007-11-26b.1100.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-11-26b.xml,Children and Young Persons Act 2008,,1
Rating (Empty Properties) Bill,uk.org.publicwhip/lords/2007-06-26b.575.1,uk.org.publicwhip/lords/2007-06-26b.588.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-06-26b.xml,Rating (Empty Properties) Act 2007,,1
Air Travel Organisers’ Licensing Bill - Second Reading,uk.org.publicwhip/lords/2017-09-05a.1838.4,uk.org.publicwhip/lords/2017-09-05a.1852.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-09-05a.xml,Air Travel Organisers' Licensing Act 2017,,1
Culture And Recreation Bill [H.l.],uk.org.publicwhip/lords/2001-01-18a.1230.0,uk.org.publicwhip/lords/2001-01-18a.1305.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-01-18a.xml,NA,,1
"Divorce, Dissolution And Separation Bill [Hl] - Second Reading",uk.org.publicwhip/lords/2020-02-05b.1807.1,uk.org.publicwhip/lords/2020-02-05b.1855.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-02-05b.xml,"Divorce, Dissolution and Separation Act 2020",NA,NA
Second Reading,uk.org.publicwhip/lords/2016-02-10a.2243.10,uk.org.publicwhip/lords/2016-02-10a.2243.11,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-10a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2016-02-10a.2243.14,uk.org.publicwhip/lords/2016-02-10a.2244.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-10a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2016-02-10a.2244.3,uk.org.publicwhip/lords/2016-02-10a.2244.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-10a.xml,NA,NA,NA
House Of Commons (Removal Of Clergy Disqualification) Bill,uk.org.publicwhip/lords/2001-03-27a.200.5,uk.org.publicwhip/lords/2001-03-27a.224.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-03-27a.xml,House of Commons (Removal of Clergy Disqualification) Act 2001,,1
Consolidated Fund (No. 2) Bill,uk.org.publicwhip/lords/2004-03-16a.138.6,uk.org.publicwhip/lords/2004-03-16a.138.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-16a.xml,Consolidated Fund (No. 2) Act 2004 (repealed),,1
Equality Bill [Hl],uk.org.publicwhip/lords/2005-06-15b.1219.4,uk.org.publicwhip/lords/2005-06-15b.1309.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-06-15b.xml,Equality Act 2006,,1
Airports Act 1986 (Amendment) Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2015-06-19a.1319.1,uk.org.publicwhip/lords/2015-06-19a.1335.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-06-19a.xml,NA,,1
Regulation Of Political Opinion Polling Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2015-06-19a.1335.3,uk.org.publicwhip/lords/2015-06-19a.1352.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-06-19a.xml,NA,,1
Public Services (Disruption) Bill [Hl],uk.org.publicwhip/lords/2002-05-22a.863.7,uk.org.publicwhip/lords/2002-05-22a.874.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-05-22a.xml,NA,,1
Haulage Permits And Trailer Registration Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-02-27a.625.2,uk.org.publicwhip/lords/2018-02-27a.649.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-02-27a.xml,Haulage Permits and Trailer Registration Act 2018,,1
Arbitration And Mediation Services (Equality) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2017-01-27e.891.1,uk.org.publicwhip/lords/2017-01-27e.925.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-01-27e.xml,NA,NA,NA
Rehabilitation Of Offenders (Amendment) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2017-01-27e.925.1,uk.org.publicwhip/lords/2017-01-27e.945.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-01-27e.xml,NA,NA,NA
Divorce (Financial Provision) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2017-01-27e.945.1,uk.org.publicwhip/lords/2017-01-27e.964.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-01-27e.xml,NA,NA,NA
State Pension Credit Bill [Hl],uk.org.publicwhip/lords/2001-12-18a.139.1,uk.org.publicwhip/lords/2001-12-18a.193.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-12-18a.xml,State Pension Credit Act 2002,,1
Business And Planning Bill - Second Reading,uk.org.publicwhip/lords/2020-07-06b.900.1,uk.org.publicwhip/lords/2020-07-06b.966.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-07-06b.xml,Business and Planning Act 2020,,1
Bishop’s Stortford Cemetery Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2023-02-28a.135.8,uk.org.publicwhip/lords/2023-02-28a.135.9,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-02-28a.xml,NA,,1
Cohabitation Rights Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2019-03-15a.1257.4,uk.org.publicwhip/lords/2019-03-15a.1276.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-15a.xml,NA,NA,NA
Charities Bill [Hl],uk.org.publicwhip/lords/2005-01-20a.883.3,uk.org.publicwhip/lords/2005-01-20a.965.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-01-20a.xml,Charities Act 2006,,1
Criminal Justice And Courts Bill — Second Reading,uk.org.publicwhip/lords/2014-06-30a.1537.6,uk.org.publicwhip/lords/2014-06-30a.1572.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-06-30a.xml,Criminal Justice and Courts Act 2015,NA,NA
Tenant Fees Bill - Second Reading,uk.org.publicwhip/lords/2018-10-10a.129.1,uk.org.publicwhip/lords/2018-10-10a.162.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-10-10a.xml,Tenant Fees Act 2019,,1
Second Reading,uk.org.publicwhip/lords/2010-02-05a.432.3,uk.org.publicwhip/lords/2010-02-05a.454.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-02-05a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2010-02-05a.454.5,uk.org.publicwhip/lords/2010-02-05a.463.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-02-05a.xml,NA,NA,NA
Non-Domestic Rating (Lists) (No. 2) Bill - Second Reading,uk.org.publicwhip/lords/2021-01-18b.1026.2,uk.org.publicwhip/lords/2021-01-18b.1072.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-01-18b.xml,Non-Domestic Rating (Lists) Act 2021,,1
Non-Domestic Rating (Public Lavatories) Bill - Second Reading,uk.org.publicwhip/lords/2021-01-18b.1072.1,uk.org.publicwhip/lords/2021-01-18b.1072.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-01-18b.xml,Non-Domestic Rating (Public Lavatories) Act 2021,,1
Public Order Bill - Second Reading,uk.org.publicwhip/lords/2022-11-01a.139.5,uk.org.publicwhip/lords/2022-11-01a.204.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-11-01a.xml,Public Order Act 2023,,1
Crossrail Bill,uk.org.publicwhip/lords/2008-01-09b.892.6,uk.org.publicwhip/lords/2008-01-09b.938.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-01-09b.xml,Crossrail Act 2008,,1
Renewable Energy Bill [Hl],uk.org.publicwhip/lords/2005-01-14a.469.1,uk.org.publicwhip/lords/2005-01-14a.495.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-01-14a.xml,NA,,1
Electoral Administration Bill,uk.org.publicwhip/lords/2006-02-13b.1013.5,uk.org.publicwhip/lords/2006-02-13b.1060.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-02-13b.xml,Electoral Administration Act 2006,,1
Groceries Code Adjudicator Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2012-05-22a.724.2,uk.org.publicwhip/lords/2012-05-22a.765.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-05-22a.xml,Groceries Code Adjudicator Act 2013,NA,NA
Sunday Working (Scotland) Bill,uk.org.publicwhip/lords/2003-06-13a.474.3,uk.org.publicwhip/lords/2003-06-13a.481.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-06-13a.xml,Sunday Working (Scotland) Act 2003,,1
Aviation (Offences) Bill,uk.org.publicwhip/lords/2003-06-13a.487.1,uk.org.publicwhip/lords/2003-06-13a.493.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-06-13a.xml,Aviation (Offences) Act 2003,,1
Marine Safety Bill,uk.org.publicwhip/lords/2003-06-13a.493.1,uk.org.publicwhip/lords/2003-06-13a.499.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-06-13a.xml,Marine Safety Act 2003,,1
Cities And Local Government Devolution Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2015-06-08a.651.1,uk.org.publicwhip/lords/2015-06-08a.668.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-06-08a.xml,Cities and Local Government Devolution Act 2016,,1
Northern Ireland (Ministerial Appointments And Regional Rates) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2017-04-26b.1381.95,uk.org.publicwhip/lords/2017-04-26b.1381.113,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-04-26b.xml,Northern Ireland (Ministerial Appointments and Regional Rates) Act 2017,,1
Finance (No. 2) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2017-04-26b.1381.114,uk.org.publicwhip/lords/2017-04-26b.1381.120,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-04-26b.xml,Finance (No. 2) Act 2017,,1
Public Services Ombudsman (Wales) Bill [Hl],uk.org.publicwhip/lords/2004-12-16a.1429.4,uk.org.publicwhip/lords/2004-12-16a.1443.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-12-16a.xml,Public Services Ombudsman (Wales) Act 2005,,1
International Organisations Bill [Hl],uk.org.publicwhip/lords/2004-12-16a.1460.3,uk.org.publicwhip/lords/2004-12-16a.1478.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-12-16a.xml,International Organisations Act 2005,,1
Consolidated Fund Bill,uk.org.publicwhip/lords/2004-12-16a.1478.1,uk.org.publicwhip/lords/2004-12-16a.1479.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-12-16a.xml,Consolidated Fund Act 2004 (repealed),,1
Sexual Offences (Amendment) Bill,uk.org.publicwhip/lords/2000-04-11a.93.1,uk.org.publicwhip/lords/2000-04-11a.167.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-04-11a.xml,Sexual Offences (Amendment) Act 2000,,1
Community Care (Delayed Discharges Etc.) Bill,uk.org.publicwhip/lords/2003-01-27a.919.6,uk.org.publicwhip/lords/2003-01-27a.970.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-01-27a.xml,Community Care (Delayed Discharges etc.) Act 2003 (repealed),,1
Social Security Fraud Bill [H.l.],uk.org.publicwhip/lords/2001-01-16a.1047.1,uk.org.publicwhip/lords/2001-01-16a.1056.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-01-16a.xml,Social Security Fraud Act 2001,,1
Contingencies Fund Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2020-03-25a.1791.3,uk.org.publicwhip/lords/2020-03-25a.1792.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-03-25a.xml,Contingencies Fund Act 2020,,1
Suspension Of Hospital Medical Practitioners Bill [H.l.],uk.org.publicwhip/lords/2000-04-12a.260.1,uk.org.publicwhip/lords/2000-04-12a.278.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-04-12a.xml,NA,,1
