heading,first,last,file,leg_title,notes,already_checked
Government Of Wales Bill,uk.org.publicwhip/lords/2006-03-22b.267.0,uk.org.publicwhip/lords/2006-03-22b.329.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-22b.xml,Government of Wales Act 2006,NA,NA
Second Reading,uk.org.publicwhip/lords/2014-12-17a.175.3,uk.org.publicwhip/lords/2014-12-17a.221.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-12-17a.xml,Recall of MPs Act 2015,NA,NA
Dissolution And Calling Of Parliament Bill - Second Reading,uk.org.publicwhip/lords/2021-11-30b.1277.5,uk.org.publicwhip/lords/2021-11-30b.1332.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-11-30b.xml,Dissolution and Calling of Parliament Act 2022,,1
Second Reading,uk.org.publicwhip/lords/2010-11-09a.63.9,uk.org.publicwhip/lords/2010-11-09a.190.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-11-09a.xml,Public Bodies Act 2011,NA,NA
Armed Forces Bill,uk.org.publicwhip/lords/2001-04-23a.20.1,uk.org.publicwhip/lords/2001-04-23a.28.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-04-23a.xml,Armed Forces Act 2001,,1
Consolidated Fund Bill,uk.org.publicwhip/lords/2005-12-19c.1567.3,uk.org.publicwhip/lords/2005-12-19c.1567.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-12-19c.xml,Consolidated Fund Act 2005 (repealed),,1
"Co-Operatives, Mutuals And Friendly Societies Bill - Second Reading",uk.org.publicwhip/lords/2023-03-24a.1964.1,uk.org.publicwhip/lords/2023-03-24a.1977.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-24a.xml,"Co-operatives, Mutuals and Friendly Societies Act 2023",,1
Neonatal Care (Leave And Pay) Bill - Second Reading,uk.org.publicwhip/lords/2023-03-24a.1977.1,uk.org.publicwhip/lords/2023-03-24a.1992.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-24a.xml,Neonatal Care (Leave and Pay) Act 2023,,1
Shark Fins Bill - Second Reading,uk.org.publicwhip/lords/2023-03-24a.1992.1,uk.org.publicwhip/lords/2023-03-24a.2001.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-24a.xml,Shark Fins Act 2023,,1
Worker Protection (Amendment Of Equality Act 2010) Bill - Second Reading,uk.org.publicwhip/lords/2023-03-24a.2001.2,uk.org.publicwhip/lords/2023-03-24a.2018.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-24a.xml,Worker Protection (Amendment of Equality Act 2010) Act 2023,,1
Northern Ireland Budget Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2017-11-14c.1980.7,uk.org.publicwhip/lords/2017-11-14c.2011.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-11-14c.xml,Northern Ireland Budget Act 2017 (repealed),,1
International Development (Official Development Assistance Target) (Amendment) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2016-11-18b.1647.1,uk.org.publicwhip/lords/2016-11-18b.1678.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-11-18b.xml,NA,,1
Trade Bill - Second Reading,uk.org.publicwhip/lords/2018-09-11a.2203.7,uk.org.publicwhip/lords/2018-09-11a.2306.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-09-11a.xml,NA,,1
Transport For London (Supplemental Toll Provisions) Bill [Hl],uk.org.publicwhip/lords/2007-04-26b.839.1,uk.org.publicwhip/lords/2007-04-26b.853.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-04-26b.xml,NA,,1
Pensions Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2011-02-15a.583.11,uk.org.publicwhip/lords/2011-02-15a.616.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-02-15a.xml,Pensions Act 2011,NA,NA
Northern Ireland Budget (No. 2) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2018-07-18a.1228.2,uk.org.publicwhip/lords/2018-07-18a.1260.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-07-18a.xml,Northern Ireland Budget (No. 2) Act 2023,,1
Northern Ireland (Miscellaneous Provisions) Bill,uk.org.publicwhip/lords/2006-06-07b.1353.4,uk.org.publicwhip/lords/2006-06-07b.1375.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-06-07b.xml,Northern Ireland (Miscellaneous Provisions) Act 2006,,1
Non-Domestic Rating (Public Lavatories) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2019-07-10a.1809.5,uk.org.publicwhip/lords/2019-07-10a.1823.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-07-10a.xml,Non-Domestic Rating (Public Lavatories) Act 2021,,1
Northern Ireland (Executive Formation) Bill - Second Reading,uk.org.publicwhip/lords/2019-07-10a.1823.1,uk.org.publicwhip/lords/2019-07-10a.1875.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-07-10a.xml,Northern Ireland (Executive Formation etc) Act 2019,,1
Sexual Offences Bill [Hl],uk.org.publicwhip/lords/2003-02-13a.771.1,uk.org.publicwhip/lords/2003-02-13a.810.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-02-13a.xml,Sexual Offences Act 2003,,1
Planning Bill,uk.org.publicwhip/lords/2008-07-15a.1158.3,uk.org.publicwhip/lords/2008-07-15a.1238.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-07-15a.xml,Planning Act 2008,,1
Early Parliamentary General Election Bill - Second Reading,uk.org.publicwhip/lords/2019-10-30a.960.4,uk.org.publicwhip/lords/2019-10-30a.995.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-10-30a.xml,Early Parliamentary General Election Act 2019 (repealed),,1
Torture (Damages) Bill [Hl],uk.org.publicwhip/lords/2008-05-16a.1203.1,uk.org.publicwhip/lords/2008-05-16a.1229.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-05-16a.xml,NA,,1
Sunday Trading (Horticulture) Bill [Hl],uk.org.publicwhip/lords/2008-05-16a.1229.1,uk.org.publicwhip/lords/2008-05-16a.1240.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-05-16a.xml,NA,,1
Offender Rehabilitation Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2013-05-20a.632.7,uk.org.publicwhip/lords/2013-05-20a.676.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-05-20a.xml,Offender Rehabilitation Act 2014,NA,NA
Mesothelioma Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2013-05-20a.687.3,uk.org.publicwhip/lords/2013-05-20a.732.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-05-20a.xml,Mesothelioma Act 2014,NA,NA
Duchy Of Cornwall Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-10-26a.1080.2,uk.org.publicwhip/lords/2018-10-26a.1095.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-10-26a.xml,NA,,1
Prisons (Interference With Wireless Telegraphy) Bill - Second Reading,uk.org.publicwhip/lords/2018-10-26a.1095.2,uk.org.publicwhip/lords/2018-10-26a.1107.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-10-26a.xml,Prisons (Interference with Wireless Telegraphy) Act 2018,,1
Historical Institutional Abuse (Northern Ireland) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2019-10-28a.782.8,uk.org.publicwhip/lords/2019-10-28a.798.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-10-28a.xml,Historical Institutional Abuse (Northern Ireland) Act 2019,,1
Rating (Coronavirus) And Directors Disqualification (Dissolved Companies) Bill - Second Reading,uk.org.publicwhip/lords/2021-10-21c.273.2,uk.org.publicwhip/lords/2021-10-21c.273.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-10-21c.xml,Rating (Coronavirus) and Directors Disqualification (Dissolved Companies) Act 2021,,1
Palliative Care Bill [Hl],uk.org.publicwhip/lords/2007-02-23b.1273.1,uk.org.publicwhip/lords/2007-02-23b.1273.26,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-02-23b.xml,NA,,1
Energy Efficiency And Microgeneration Bill [Hl],uk.org.publicwhip/lords/2007-02-23b.1273.27,uk.org.publicwhip/lords/2007-02-23b.1273.34,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-02-23b.xml,NA,,1
International Development Bill [H.l.],uk.org.publicwhip/lords/2001-07-02a.699.4,uk.org.publicwhip/lords/2001-07-02a.749.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-07-02a.xml,International Development Act 2002,,1
"Police, Crime, Sentencing And Courts Bill - Second Reading",uk.org.publicwhip/lords/2021-09-14a.1279.3,uk.org.publicwhip/lords/2021-09-14a.1378.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-09-14a.xml,"Police, Crime, Sentencing and Courts Act 2022",,1
Insolvency Bill [H.l.],uk.org.publicwhip/lords/2000-04-04a.1248.2,uk.org.publicwhip/lords/2000-04-04a.1273.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-04-04a.xml,Insolvency Act 2000,,1
Terrorist Offenders (Restriction Of Early Release) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2020-02-24b.11.2,uk.org.publicwhip/lords/2020-02-24b.14.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-02-24b.xml,Terrorist Offenders (Restriction of Early Release) Act 2020,,1
Highways (Obstruction By Body Corporate) Bill,uk.org.publicwhip/lords/2004-07-16a.1528.1,uk.org.publicwhip/lords/2004-07-16a.1530.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-07-16a.xml,Highways (Obstruction by Body Corporate) Act 2004,,1
Christmas Day (Trading) Bill,uk.org.publicwhip/lords/2004-07-16a.1530.1,uk.org.publicwhip/lords/2004-07-16a.1547.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-07-16a.xml,Christmas Day (Trading) Act 2004,,1
Northern Ireland (Executive Formation And Exercise Of Functions) Bill - Second Reading,uk.org.publicwhip/lords/2018-10-30a.1222.3,uk.org.publicwhip/lords/2018-10-30a.1279.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-10-30a.xml,Northern Ireland (Executive Formation and Exercise of Functions) Act 2018 (repealed),,1
Immigration And Social Security Co-Ordination (Eu Withdrawal) Bill - Second Reading,uk.org.publicwhip/lords/2020-07-22b.2228.4,uk.org.publicwhip/lords/2020-07-22b.2297.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-07-22b.xml,Immigration and Social Security Co-ordination (EU Withdrawal) Act 2020,,1
Trade Bill - Second Reading,uk.org.publicwhip/lords/2020-09-08b.672.5,uk.org.publicwhip/lords/2020-09-08b.752.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-09-08b.xml,Trade Act 2021,,1
Tax Credits Bill,uk.org.publicwhip/lords/2002-04-23a.127.1,uk.org.publicwhip/lords/2002-04-23a.177.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-04-23a.xml,Tax Credits Act 2002,,1
Marriage And Civil Partnership (Minimum Age) Bill - Second Reading,uk.org.publicwhip/lords/2022-04-01a.1793.1,uk.org.publicwhip/lords/2022-04-01a.1807.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-01a.xml,Marriage and Civil Partnership (Minimum Age) Act 2022,,1
Taxis And Private Hire Vehicles (Disabled Persons) Bill - Second Reading,uk.org.publicwhip/lords/2022-04-01a.1807.1,uk.org.publicwhip/lords/2022-04-01a.1822.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-01a.xml,Taxis and Private Hire Vehicles (Disabled Persons) Act 2022,NA,NA
Assaults On Emergency Workers (Offences) Bill - Second Reading,uk.org.publicwhip/lords/2018-06-29a.346.3,uk.org.publicwhip/lords/2018-06-29a.371.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-06-29a.xml,Assaults on Emergency Workers (Offences) Act 2018,,1
Parental Bereavement (Leave And Pay) Bill - Second Reading,uk.org.publicwhip/lords/2018-06-29a.371.3,uk.org.publicwhip/lords/2018-06-29a.382.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-06-29a.xml,Parental Bereavement (Leave and Pay) Act 2018,,1
Hunting Bill,uk.org.publicwhip/lords/2004-10-12a.129.3,uk.org.publicwhip/lords/2004-10-12a.260.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-10-12a.xml,Hunting Act 2004,,1
Pensions Bill,uk.org.publicwhip/lords/2008-06-03a.80.4,uk.org.publicwhip/lords/2008-06-03a.128.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-06-03a.xml,Pensions Act 2008,,1
Refugees (Family Reunion) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2017-12-15b.1763.5,uk.org.publicwhip/lords/2017-12-15b.1787.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-12-15b.xml,NA,,1
Immigration Control (Gross Human Rights Abuses) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2017-12-15b.1787.2,uk.org.publicwhip/lords/2017-12-15b.1808.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-12-15b.xml,NA,,1
Local Government Elections (Referendum) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2017-12-15b.1808.1,uk.org.publicwhip/lords/2017-12-15b.1824.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-12-15b.xml,NA,,1
Second Reading And Remaining Stages,uk.org.publicwhip/lords/2015-02-11a.1346.3,uk.org.publicwhip/lords/2015-02-11a.1352.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-02-11a.xml,Stamp Duty Land Tax Act 2015,NA,NA
National Minimum Wage (Enforcement Notices) Bill [Hl],uk.org.publicwhip/lords/2002-12-10a.151.1,uk.org.publicwhip/lords/2002-12-10a.156.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-12-10a.xml,National Minimum Wage (Enforcement Notices) Act 2003 (repealed),,1
High Hedges Bill [Hl],uk.org.publicwhip/lords/2002-12-10a.156.1,uk.org.publicwhip/lords/2002-12-10a.169.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-12-10a.xml,NA,,1
Consolidated Fund (Appropriation) (No. 3) Bill,uk.org.publicwhip/lords/2006-07-17b.993.175,uk.org.publicwhip/lords/2006-07-17b.993.176,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-07-17b.xml,NA,,1
Finance (No. 2) Bill,uk.org.publicwhip/lords/2006-07-17b.993.179,uk.org.publicwhip/lords/2006-07-17b.993.207,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-07-17b.xml,NA,,1
Product Security And Telecommunications Infrastructure Bill - Second Reading,uk.org.publicwhip/lords/2022-06-06c.1030.6,uk.org.publicwhip/lords/2022-06-06c.1068.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-06-06c.xml,Product Security and Telecommunications Infrastructure Act 2022,,1
Extradition (Provisional Arrest) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2020-02-04b.1726.8,uk.org.publicwhip/lords/2020-02-04b.1762.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-02-04b.xml,Extradition (Provisional Arrest) Act 2020,,1
Arms Control And Disarmament (Inspections) Bill [Hl],uk.org.publicwhip/lords/2002-11-25a.606.2,uk.org.publicwhip/lords/2002-11-25a.613.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-11-25a.xml,Arms Control and Disarmament (Inspections) Act 2003,,1
Protection Of Animals (Amendment) Bill,uk.org.publicwhip/lords/2000-10-20a.1301.4,uk.org.publicwhip/lords/2000-10-20a.1318.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-10-20a.xml,Protection of Animals (Amendment) Act 2000 (repealed),,1
Mental Capacity (Amendment) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-07-16b.1058.13,uk.org.publicwhip/lords/2018-07-16b.1081.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-07-16b.xml,Mental Capacity (Amendment) Act 2019,,1
Economic Crime (Transparency And Enforcement) Bill - Second Reading,uk.org.publicwhip/lords/2022-03-09a.1483.3,uk.org.publicwhip/lords/2022-03-09a.1540.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-09a.xml,Economic Crime (Transparency and Enforcement) Act 2022,,1
Second Reading,uk.org.publicwhip/lords/2010-11-08a.11.5,uk.org.publicwhip/lords/2010-11-08a.50.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-11-08a.xml,Budget Responsibility and National Audit Act 2011,,1
Census (Amendment) Bill [H.l.],uk.org.publicwhip/lords/2000-01-27a.1709.1,uk.org.publicwhip/lords/2000-01-27a.1720.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-01-27a.xml,Census (Amendment) Act 2000,,1
Fire Services Bill,uk.org.publicwhip/lords/2003-06-19a.1015.3,uk.org.publicwhip/lords/2003-06-19a.1045.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-06-19a.xml,Fire Services Act 2003,,1
National Heritage Bill [Hl],uk.org.publicwhip/lords/2001-10-31a.1491.1,uk.org.publicwhip/lords/2001-10-31a.1506.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-10-31a.xml,National Heritage Act 2002[f],,1
Consolidated Fund (Appropriation) (No. 2) Bill,uk.org.publicwhip/lords/2008-07-18a.1449.6,uk.org.publicwhip/lords/2008-07-18a.1449.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-07-18a.xml,NA,,1
Finance Bill,uk.org.publicwhip/lords/2008-07-18a.1449.8,uk.org.publicwhip/lords/2008-07-18a.1500.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-07-18a.xml,Finance Act 2008,,1
Animal Welfare (Service Animals) Bill - Second Reading,uk.org.publicwhip/lords/2019-03-01a.373.1,uk.org.publicwhip/lords/2019-03-01a.386.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-01a.xml,Animal Welfare (Service Animals) Act 2019,,1
Anonymity (Arrested Persons) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2019-03-01a.417.3,uk.org.publicwhip/lords/2019-03-01a.430.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-01a.xml,NA,,1
Automated Vehicles Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2023-11-28b.1029.6,uk.org.publicwhip/lords/2023-11-28b.1074.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-11-28b.xml,NA,,1
Wellbeing Of Future Generations Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2021-06-25a.475.5,uk.org.publicwhip/lords/2021-06-25a.510.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-06-25a.xml,NA,,1
Office Of The Whistleblower Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2021-06-25a.510.3,uk.org.publicwhip/lords/2021-06-25a.529.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-06-25a.xml,NA,,1
Higher Education Cheating Services Prohibition Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2021-06-25a.529.1,uk.org.publicwhip/lords/2021-06-25a.538.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-06-25a.xml,NA,,1
Second Reading,uk.org.publicwhip/lords/2012-06-12a.1279.3,uk.org.publicwhip/lords/2012-06-12a.1332.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-06-12a.xml,Local Government Finance Act 2012,NA,NA
Education And Adoption Bill — Second Reading,uk.org.publicwhip/lords/2015-10-20a.582.2,uk.org.publicwhip/lords/2015-10-20a.638.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-10-20a.xml,Education and Adoption Act 2016,,1
