"wikidata_id","twfy_id"
"http://www.wikidata.org/entity/Q7404394","uk.org.publicwhip/cons/1280"
"http://www.wikidata.org/entity/Q43289496","uk.org.publicwhip/cons/771"
"http://www.wikidata.org/entity/Q7575931","uk.org.publicwhip/cons/1392"
"http://www.wikidata.org/entity/Q7593337","uk.org.publicwhip/cons/1277"
"http://www.wikidata.org/entity/Q7998759","uk.org.publicwhip/cons/1343"
"http://www.wikidata.org/entity/Q7440479","uk.org.publicwhip/cons/1639"
"http://www.wikidata.org/entity/Q4916814","uk.org.publicwhip/cons/1571"
"http://www.wikidata.org/entity/Q6990791","uk.org.publicwhip/cons/1603"
"http://www.wikidata.org/entity/Q42968989","uk.org.publicwhip/cons/728"
"http://www.wikidata.org/entity/Q4916843","uk.org.publicwhip/cons/1253"
"http://www.wikidata.org/entity/Q3399037","uk.org.publicwhip/cons/339"
"http://www.wikidata.org/entity/Q42297603","uk.org.publicwhip/cons/723"
"http://www.wikidata.org/entity/Q1077528","uk.org.publicwhip/cons/276"
"http://www.wikidata.org/entity/Q7566218","uk.org.publicwhip/cons/1688"
"http://www.wikidata.org/entity/Q5302778","uk.org.publicwhip/cons/2023"
"http://www.wikidata.org/entity/Q1050914","uk.org.publicwhip/cons/767"
"http://www.wikidata.org/entity/Q7232434","uk.org.publicwhip/cons/1607"
"http://www.wikidata.org/entity/Q987872","uk.org.publicwhip/cons/577"
"http://www.wikidata.org/entity/Q6538155","uk.org.publicwhip/cons/1592"
"http://www.wikidata.org/entity/Q4916431","uk.org.publicwhip/cons/1562"
"http://www.wikidata.org/entity/Q5383984","uk.org.publicwhip/cons/1370"
"http://www.wikidata.org/entity/Q4677662","uk.org.publicwhip/cons/1648"
"http://www.wikidata.org/entity/Q42965986","uk.org.publicwhip/cons/777"
"http://www.wikidata.org/entity/Q1075428","uk.org.publicwhip/cons/331"
"http://www.wikidata.org/entity/Q11797259","uk.org.publicwhip/cons/1696"
"http://www.wikidata.org/entity/Q1032214","uk.org.publicwhip/cons/1658"
"http://www.wikidata.org/entity/Q1072645","uk.org.publicwhip/cons/307"
"http://www.wikidata.org/entity/Q5025647","uk.org.publicwhip/cons/822"
"http://www.wikidata.org/entity/Q7689122","uk.org.publicwhip/cons/950"
"http://www.wikidata.org/entity/Q5507929","uk.org.publicwhip/cons/1539"
"http://www.wikidata.org/entity/Q43291154","uk.org.publicwhip/cons/779"
"http://www.wikidata.org/entity/Q1072690","uk.org.publicwhip/cons/109"
"http://www.wikidata.org/entity/Q16950440","uk.org.publicwhip/cons/1596"
"http://www.wikidata.org/entity/Q1072626","uk.org.publicwhip/cons/39"
"http://www.wikidata.org/entity/Q7501403","uk.org.publicwhip/cons/823"
"http://www.wikidata.org/entity/Q1050650","uk.org.publicwhip/cons/453"
"http://www.wikidata.org/entity/Q4948701","uk.org.publicwhip/cons/1693"
"http://www.wikidata.org/entity/Q3137827","uk.org.publicwhip/cons/76"
"http://www.wikidata.org/entity/Q1032065","uk.org.publicwhip/cons/2042"
"http://www.wikidata.org/entity/Q1080484","uk.org.publicwhip/cons/252"
"http://www.wikidata.org/entity/Q30607474","uk.org.publicwhip/cons/1380"
"http://www.wikidata.org/entity/Q16249522","uk.org.publicwhip/cons/1670"
